arxiv_id,title,authors,published,iaifi_theme
2207.00529,Deep Learning and Symbolic Regression for Discovering Parametric Equations,Michael Zhang; Samuel Kim; Peter Y. Lu; Marin Soljačić,2022-07-01,AI
2208.08962,Stable Object Reorientation using Contact Plane Registration,Richard Li; Carlos Esteves; Ameesh Makadia; Pulkit Agrawal,2022-08-01,AI
2205.10343,Towards Understanding Grokking: An Effective Theory of Representation Learning,Ziming Liu; Ouail Kitouni; Niklas Nolte; Eric J. Michaud; Max Tegmark; Mike Williams,2022-05-01,AI
2205.02824,Rapid Locomotion via Reinforcement Learning,Gabriel B. Margolis; Ge Yang; Kartik Paigwar; Tao Chen; Pulkit Agrawal,2022-05-01,AI
2204.10298,DiffCSE: Difference-based Contrastive Learning for Sentence Embeddings,Yung-Sung Chuang; Rumen Dangovski; Hongyin Luo; Yang Zhang; Shiyu Chang; Marin Soljačić; Shang-Wen Li; Wen-tau Yin; Yoon Kim; James Glass,2022-04-01,AI
2204.02489,Pareto-optimal clustering with the primal deterministic information bottleneck,Andrew K. Tan; Max Tegmark; Isaac L. Chuang,2022-04-01,AI
2203.12610,AI Poincaré 2.0: Machine Learning Conservation Laws from Differential Equations,Ziming Liu; Varun Madhavan; Max Tegmark,2022-03-01,AI
2203.08414,Unsupervised Semantic Segmentation by Distilling Feature Correspondences,Mark Hamilton; Zhoutong Zhang; Bharath Hariharan; Noah Snavely; William T. Freeman,2022-03-01,AI
2203.07975,Categorical Representation Learning and RG flow operators for algorithmic classifiers,Artan Sheshmani; Yizhuang You; Wenbo Fu; Ahmadreza Azizi,2022-03-01,AI
2202.12887,Biological error correction codes generate fault-tolerant neural networks,Alexander Zlokapa; Andrew K. Tan; John M. Martyn; Max Tegmark; Isaac L. Chuang,2022-02-01,AI
2201.03726,Cracking the Quantum Scaling Limit with Machine Learned Electron Densities,Joshua A. Rackers; Lucas Tecot; Mario Geiger; Tess E. Smidt,2022-01-01,AI
2112.08526,Invariance Through Latent Alignment,Takuma Yoneda; Ge Yang; Matthew R. Walter; Bradly Stadie,2021-12-01,AI
2112.05124,Neural Descriptor Fields: SE(3) Equivariant Object Representations for Manipulation,Anthony Simeonov; Yilun Du; Andrea Tagliasacchi; Joshua B. Tenenbaum; Alberto Rodriguez; Pulkit Agrawal; Vincent Sitzmann,2021-12-01,AI
2112.03907,Ref-NeRF: Structured View-Dependent Appearance for Neural Radiance Fields,Dor Verbin; Peter Hedman; Ben Mildenhall; Todd Zickler; Jonathan T. Barron; Pratul P. Srinivasan,2021-12-01,AI
2111.00899,Equivariant Contrastive Learning,Rumen Dangovski; Li Jing; Charlotte Loh; Seungwook Han; Akash Srivastava; Brian Cheung; Pulkit Agrawal; Marin Soljačić,2021-11-01,AI
2110.04683,Mixture Model Auto-Encoders: Deep Clustering through Dictionary Learning,Alexander Lin; Andrew H. Song; Demba Ba,2021-10-01,AI
2110.03550,Observation of enhanced free-electron radiation from photonic flatband resonancesg,Yi Yang; Charles Roques-Carmes; Steven E. Kooi; Haoning Tang; Justin Beroz; Eric Mazur; Ido Kaminer; John D. Joannopoulos; Marin Soljačić,2021-10-01,AI
2109.13901,Physics-Augmented Learning: A New Paradigm Beyond Physics-Informed Learning,Ziming Liu; Yunyue Chen; Yuanqi Du; Max Tegmark,2021-09-01,AI
2206.04672,Overcoming the Spectral Bias of Neural Value Approximation,Ge Yang; Anurag Ajay; Pulkit Agrawal,2022-06-01,AI
2109.00024,Machine-Learning media bias,Samantha D’Alonzo; Max Tegmark,2021-09-01,AI
2108.13027,What You Can Learn by Staring at a Blank Wall,Prafull Sharma; Miika Aittala; Yoav Y. Schechner; Antonio Torralba; Gregory W. Wornell; William T. Freeman; Fredo Durand,2021-08-01,AI
2107.10879,Discovering Sparse Interpretable Dynamics from Partial Observations,Peter Y. Lu; Joan Ariño; Marin Soljačić,2021-07-01,AI
2106.15612,Learning Task Informed Abstractions,Xiang Fu; Ge Yang; Pulkit Agrawal; Tommi Jaakkola,2021-06-01,AI
2106.10165,The Principles of Deep Learning Theory,Daniel A. Roberts; Sho Yaida; Boris Hanin,2021-06-01,AI
2106.07627,Toward Automatic Interpretation of 3D Plots,Laura E. Brandt; William T. Freeman,2021-06-01,AI
2106.02634,Light Field Networks: Neural Scene Representations with Single-Evaluation Rendering,Vincent Sitzmann; Semon Rezchikov; William T. Freeman; Joshua B. Tenenbaum; Fredo Durand,2021-06-01,AI
2105.10439,Covariance-Free Sparse Bayesian Learning,Alexander Lin; Andrew H. Song; Berkin Bilgic; Demba Ba,2021-05-01,AI
2104.11667,Scalable and Flexible Deep Bayesian Optimization with Auxiliary Information for Scientific Problems,Samuel Kim; Peter Y. Lu; Charlotte Loh; Jamie Smith; Jasper Snoek; Marin Soljačić,2021-04-01,AI
2104.00008,Why is AI hard and Physics simple?,Daniel A. Roberts,2021-04-01,AI
2103.09177,Deep learning: a statistical viewpoint,Peter L. Bartlett; Andrea Montanari; and Alexander Rakhlin,2021-03-01,AI
2102.12066,On the Minimal Error of Empirical Risk Minimization,Gil Kur; Alexander Rakhlin,2021-02-01,AI
2011.13866,Field of Junctions: Extracting Boundary Structure at Low SNR,Dor Verbin; Todd Zickler,2020-11-01,AI
1905.11481,AI Feynman: a Physics-Inspired Method for Symbolic Regression,Silviu-Marian Udrescu; Max Tegmark,2019-05-01,AI
2004.04508,Twisted Quasimaps and Symplectic Duality for Hypertoric Spaces,Michael McBreen; Artan Sheshmani; Shing-Tung Yau Collaboration,2020-04-01,AI
2602.09093,Predicting magnetism with first-principles AI,Max Geier; Liang Fu,2026-02-01,Physics
2601.14453,Universality of Neural Network Field Theory,Christian Ferko; James Halverson; Aaron Mutchler,2026-01-01,Physics
2601.06249,String Theory from Infinite Width Neural Networks,Samuel Frank; James Halverson,2026-01-01,Physics
2601.03738,A glimpse into the Ultrametric spectrum,An Huang; Christian B. Jepsen,2026-01-01,Physics
2512.24935,Green’s function on the Tate curve,An Huang; Rebecca Rohrlich; Yaojia Sun; Eric Whyman,2025-12-01,Physics
2512.23750,Machine Learning Invariants of Tensors,Athithan Elamaran; Christian Ferko; Sterling Scarlett,2025-12-01,Physics
2512.19889,Entanglement cohomology for GHZ and W states,Christian Ferko; Keiichiro Furuya,2025-12-01,Physics
2512.17865,Constraining primordial non-Gaussianity from DESI DR1 quasars and Planck PR4 CMB Lensing,Sofia Chiarenza; Alex Krolewski; Marco Bonici; Edmond Chaussidon; Roger de Belsunce; Will Percival; Jessica Nicole Aguilar; Steven Ahlen; Anton Baleato Lizancos; Davide Bianchi; David Brooks; Todd Claybaugh; Andrei Cuceu; Kyle Dawson; Axel de la Macorra; Peter Doel; Simone Ferraro; Andreu Font-Ribera; Jaime E. Forero-Romero; Enrique Gaztañaga; Satya Gontcho A Gontcho; Gaston Gutierrez; Hiram K. Herrera-Alcantar; Klaus Honscheid; Dragan Huterer; Mustapha Ishak; Dick Joyce; David Kirkby; Anthony Kremin; Ofer Lahav; Claire Lamman; Martin Landriau; Laurent Le Guillou; Michael Levi; Marc Manera; Paul Martini; Aaron Meisner; Ramon Miquel; Seshadri Nadathur; Jeffrey A. Newman; Gustavo Niz; Nathalie Palanque-Delabrouille; Claire Poppett; Francisco Prada; Ignasi Pérez-Ràfols; Graziano Rossi; Eusebio Sanchez; David Schlegel; Michael Schubnell; Hee-Jong Seo; Joseph Harry Silber; David Sprayberry; Gregory Tarlé; Benjamin Alan Weaver; Christophe Yèche; Rongpu Zhou; Hu Zou,2025-12-01,Physics
2512.13681,Bridging Simulations and EFT: A Hybrid Model of the Lyman-Alpha Forest Field,Roger de Belsunce; Boryana Hadzhiyska; Mikhail M. Ivanov,2025-12-01,Physics
2512.05851,Lattice field theory for superconducting circuits,Joshua Lin; Max Hays; Stephen Sorokanich III; Julian Bender; Phiala E. Shanahan; Neill C. Warrington,2025-12-01,Physics
2512.01873,Refining Heuristic Predictors of Fractional Chern Insulators using Machine Learning,Oriol Mayné i Comas; André Grossi Fonseca; Sachin Vaidya; Marin Soljačić,2025-12-01,Physics
2511.16741,Fermions and Supersymmetry in Neural Network Field Theories,Samuel Frank; James Halverson; Anindita Maiti; Fabian Ruehle,2025-11-01,Physics
2512.10909,Electronic crystals and quasicrystals in semiconductor quantum wells: an AI-powered discovery,Filippo Gaggioli; Pierre-Antoine Graham; Liang Fu,2025-12-01,Physics
2510.23597,The Compressed 3D Lyman-Alpha Forest Bispectrum,Roger de Belsunce; James M. Sullivan; Patrick McDonald,2025-10-01,Physics
2510.18621,An integrated neural wavefunction solver for spinful Fermi systems,Alexander Avdoshkin; Max Geier; Liang Fu,2025-10-01,Physics
2509.19431,The Pareto Frontier of Resilient Jet Tagging,Rikab Gambhir; Matt LeBlanc; Yuanchen Zhou,2025-09-01,Physics
2509.10438,Gradient-based search of quantum phases: discovering unconventional fractional Chern insulators,André Grossi Fonseca; Eric Wang; Sachin Vaidya; Patrick J. Ledwith; Ashvin Vishwanath; Marin Soljačić,2025-09-01,Physics
2509.05081,Soliton Surfaces and the Geometry of Integrable Deformations of the ℂℙN−1 Model,Christian Ferko; Michele Galli; Zejun Huang; Gabriele Tartaglino-Mazzucchelli,2025-09-01,Physics
2509.03683,Attention is all you need to solve chiral superconductivity,Chun-Tse Li; Tzen Ong; Max Geier; Hsin Lin; Liang Fu,2025-09-01,Physics
2507.17815,Analytic Regression of Feynman Integrals from High-Precision Numerical Sampling,Oscar Barrera; Aurélien Dersy; Rabia Husain; Matthew D. Schwartz; Xiaoyuan Zhang,2025-07-01,Physics
2506.20765,Holography with Null Boundaries,Christian Ferko; Savdeep Sethi,2025-06-01,Physics
2506.16570,Qubit thermodynamics: Entropy production from nonadiabatic driving,Pavel Zhelnin; Lucas Johns; Carlos A. Argüelles,2025-06-01,Physics
2504.17294,Higher-Spin Currents and Flows in Auxiliary Field Sigma Models,Daniele Bielli; Christian Ferko; Michele Galli; Gabriele Tartaglino-Mazzucchelli,2025-04-01,Physics
2404.12039,Constraints on the finite volume two-nucleon spectrum at 𝑚𝜋 ≈806  MeV,William Detmold; Marc Illa; William I. Jay; Assumpta Parreño; Robert J. Perry; Phiala E. Shanahan; Michael L. Wagman,2024-04-01,Physics
2504.13043,Machine Learning Decoding of Circuit-Level Noise for Bivariate Bicycle Codes,John Blue; Harshil Avlani; Zhiyang He; Liu Ziyin; Isaac L. Chuang,2025-04-01,Physics
2504.05462,Quantum Mechanics and Neural Networks,Christian Ferko; James Halverson,2025-04-01,Physics
2203.09030,"Theoretical tools for neutrino scattering: interplay between lattice QCD, EFTs, nuclear physics, phenomenology, and neutrino event generators",L. Alvarez Ruso; A. M. Ankowski; S. Bacca; A. B. Balantekin; J. Carlson; S. Gardiner; R. Gonzalez-Jimenez; R. Gupta; T. J. Hobbs; M. Hoferichter; J. Isaacson; N. Jachowicz; W. I. Jay; T. Katori; F. Kling; A. S. Kronfeld; S. W. Li; H.-W. Lin; K.-F. Liu; A. Lovato; K. Mahn; J. Menendez; A. S. Meyer; J. Morfin; S. Pastore; N. Rocco; M. Sajjad Athar; T. Sato; A. Schwenk; P. E. Shanahan; L. E. Strigari; M. Wagman; X. Zhang; Y. Zhao; B. Acharya; L. Andreoli; C. Andreopoulos; J. L. Barrow; T. Bhattacharya; V. Brdar; Z. Davoudi; C. Giusti; Y. Hayato; A. N. Khan; D. Kim; Y. F. Li; M. Lin; P. Machado; M. Martini; K. Niewczas; P. Pandey; A. Papadopoulou; R. Plestid; M. Roda; I. Ruiz Simo; J. N. Simone; R. S. Sufian; J. Tena-Vidal; O. Tomalak; Y.-D. Tsai; J. M. Udias,2022-03-01,Physics
2503.12198,Extracting the distribution amplitude of pseudoscalar mesons using the HOPE method,S.-P. Alex Chang; William Detmold; Anthony V. Grebe; Issaku Kanamori; C.-J. David Lin; Robert J. Perry; Yong Zhao,2025-03-01,Physics
2503.10400,No-go theorem for environment-assisted invariance in non-unitary dynamics,Akira Sone; Akram Touil; Kenji Maeda; Paola Cappellaro; Sebastian Deffner,2025-03-01,Physics
2502.10360,Machine learning the vanishing order of rational L-functions,Joanna Bieri; Giorgi Butbaia; Edgar Costa; Alyson Deines; Kyu-Hwan Lee; David Lowry-Duda; Thomas Oliver; Yidi Qi; Tamara Veenstra,2025-02-01,Physics
2502.08620,Mathematical Data Science,Michael R. Douglas; Kyu-Hwan Lee,2025-02-01,Physics
2502.00263,Progress in Normalizing Flows for 4d Gauge Theories,Ryan Abbott; Denis Boyda; Daniel C. Hackett; Gurtej Kanwar; Fernando Romero-López; Phiala E. Shanahan; Julian M. Urban,2025-02-01,Physics
2501.17219,QCD Theory meets Information Theory,Benoît Assi; Stefan Höche; Kyle Lee; Jesse Thaler,2025-01-01,Physics
2501.02105,Learning Fricke signs from Maass form Coefficients,Joanna Bieri; Giorgi Butbaia; Edgar Costa; Alyson Deines; Kyu-Hwan Lee; David Lowry-Duda; Thomas Oliver; Yidi Qi; Tamara Veenstra,2025-01-01,Physics
2411.05313,A Twist on Heterotic Little String Duality,Hamza Ahmed; Paul-Konstantin Oehlmann; Fabian Ruehle,2024-11-01,Physics
2411.03496,Structure factor and topological bound of twisted bilayer semiconductors at fractional fillings,Timothy Zaklama; Di Luo; Liang Fu,2024-11-01,Physics
2411.02185,Small-scale Hamiltonian optimization of interpolating operators for Lagrangian lattice quantum field theory,Artur Avkhadiev; Lena Funcke; Karl Jansen; Stefan Kühn; Phiala E. Shanahan,2024-11-01,Physics
2411.00962,Not So Flat Metrics,Cristofero S. Fraser-Taliente; Thomas R. Harvey; Manki Kim,2024-11-01,Physics
2410.17704,Fermion Masses and Mixing in String-Inspired Models,Andrei Constantin; Cristofero S. Fraser-Taliente; Thomas R. Harvey; Lucas T. Y. Leung; Andre Lukas,2024-10-01,Physics
2410.12529,A Hodge Theory for Entanglement Cohomology,Christian Ferko; Eashan Iyer; Kasra Mossayebi; Gregor Sanfey,2024-10-01,Physics
2410.08161,Dirac Traces and the Tutte Polynomial,Joshua Lin,2024-10-01,Physics
2410.05379,SPECTER: Efficient Evaluation of the Spectral EMD,Rikab Gambhir; Andrew J. Larkoski; Jesse Thaler,2024-10-01,Physics
2410.03602,Exploring gauge-fixing conditions with gradient-based optimization,William Detmold; Gurtej Kanwar; Yin Lin; Phiala E. Shanahan; Michael L. Wagmam,2024-10-01,Physics
2409.18740,TT-like Flows of Yang-Mills Theories,Christian Ferko; Jue Hou; Tommaso Morone; Gabriele Tartaglino-Mazzucchelli; Roberto Tateo,2024-09-01,Physics
2409.13150,A Field Guide to Event-Shape Observables Using Optimal Transport,Cari Cesarotti; Matt LeBlanc,2024-09-01,Physics
2409.12222,Conformal Fields from Neural Networks,James Halverson; Joydeep Naskar; Jiahua Tian,2024-09-01,Physics
2409.05704,Auxiliary Field Deformations of (Semi-)Symmetric Space Sigma Models,Daniele Bielli; Christian Ferko; Liam Smith; Gabriele Tartaglino-Mazzucchelli,2024-09-01,Physics
2408.04199,Finite temperature at finite places,An Huang; Christian Baadsgaard Jepsen,2024-08-01,Physics
2408.04720,Learning the Simplicity of Scattering Amplitudes,Clifford Cheung; Aurélien Dersy; Matthew D. Schwartz,2024-08-01,Physics
2408.00830,"Attractors, Geodesics, and the Geometry of Moduli Spaces",Fabian Ruehle; Benjamin Sung,2024-08-01,Physics
2408.00082,TASI Lectures on Physics for Machine Learning,Jim Halverson,2024-08-01,Physics
2406.17645,Simulating moiré quantum matter with neural network,Di Luo; David D. Dai; Liang Fu,2024-06-01,Physics
2406.09273,QCD constraints on isospin-dense matter and the nuclear equation of state,Ryan Abbott; William Detmold; Marc Illa; Assumpta Parreño; Robert J. Perry; Fernando Romero-López; Phiala E. Shanahan; Michael L. Wagman,2024-06-01,Physics
2406.04393,A Heterotic Kähler Gravity and the Distance Conjecture,Javier José Murgas Ibarra; Paul-Konstantin Oehlmann; Fabian Ruehle; Eirik Eik Svanes,2024-06-01,Physics
2406.04000,Stochastic logic in biased coupled photonic probabilistic bits,Michael Horodynski; Charles Roques-Carmes; Yannick Salamin; Seou Choi; Jamison Sloan; Di Luo; Marin Soljačić,2024-06-01,Physics
2406.00132,QuanTA: Efficient High-Rank Fine-Tuning of LLMs with Quantum-Informed Tensor Adaptation,Zhuo Chen; Rumen Dangovski; Charlotte Loh; Owen Dugan; Di Luo; Marin Soljačić,2024-06-01,Physics
2405.19402,Harmonic 1-forms on real loci of Calabi-Yau manifolds,Michael R. Douglas; Daniel Platt; Yidi Qi,2024-05-01,Physics
2405.03877,Bounds and Dualities of Type II Little String Theories,Florent Baume; Paul-Konstantin Oehlmann; Fabian Ruehle,2024-05-01,Physics
2404.16191,Position-space renormalization schemes for four-quark operators in HQET,Joshua Lin; William Detmold; Stefan Meinel,2024-04-01,Physics
2404.11674,Practical applications of machine-learned flows on gauge fields,Ryan Abbott; Michael S. Albergo; Denis Boyda; Daniel C. Hackett; Gurtej Kanwar; Fernando Romero-López; Phiala E. Shanahan; Julian M. Urban,2024-04-01,Physics
2404.10819,Multiscale Normalizing Flows for Gauge Theories,Ryan Abbott; Michael S. Albergo; Denis Boyda; Daniel C. Hackett; Gurtej Kanwar; Fernando Romero-López; Phiala E. Shanahan; Julian M. Urban,2024-04-01,Physics
2404.10771,TENG: Time-Evolving Natural Gradient for Solving PDEs with Deep Neural Net,Zhuo Chen; Jacob McCarran; Esteban Vizcaino; Marin Soljačić; Di Luo,2024-04-01,Physics
2404.02191,The Frozen Phase of Heterotic F-theory Duality,Paul-Konstantin Oehlmann; Fabian Ruehle; Benjamin Sung,2024-04-01,Physics
2403.08854,Moments of Clarity: Streamlining Latent Spaces in Machine Learning using Moment Pooling,Rikab Gambhir; Athis Osathapan; Jesse Thaler,2024-03-01,Physics
2403.07065,On classical de Sitter solutions and parametric control,David Andriot; Fabian Ruehle,2024-03-01,Physics
2403.04731,Photonic probabilistic machine learning using quantum vacuum noise,Seou Choi; Yannick Salamin; Charles Roques-Carmes; Rumen Dangovski; Di Luo; Zhuo Chen; Michael Horodynski; Jamison Sloan; Shiekh Zia Uddin; Marin Soljacic,2024-03-01,Physics
2403.03199,Operator Learning Renormalization Group,Xiu-Zhe Luo; Di Luo; Roger G. Melko,2024-03-01,Physics
2402.13321,Rigor with Machine Learning from Field Theory to the Poincaré Conjecture,Sergei Gukov; James Halverson; Fabian Ruehle,2024-02-01,Physics
2402.06607,Real-time Dynamics of the Schwinger Model as an Open Quantum System with Neural Density Operators,Joshua Lin; Di Luo; Xiaojun Yao; Phiala E. Shanahan,2024-02-01,Physics
2401.10874,Applications of flow models to the generation of correlated lattice QCD ensembles,Ryan Abbott; Aleksandar Botev; Denis Boyda; Daniel C. Hackett; Gurtej Kanwar; Sébastien Racanière; Danilo J. Rezende; Fernando Romero-López; Phiala E. Shanahan; Julian M. Urban,2024-01-01,Physics
2312.00119,Anomaly Detection in Collider Physics via Factorized Observables,Eric M. Metodiev; Jesse Thaler; Raymond Wynne,2023-12-01,Physics
2311.07652,Safe but Incalculable: Energy-weighting is not all you need,Samuel Bright-Thonney; Benjamin Nachman; Jesse Thaler,2023-11-01,Physics
2311.02168,T-Duality and Flavor Symmetries in Little String Theories,Hamza Ahmed; Paul-Konstantin Oehlmann; Fabian Ruehle,2023-11-01,Physics
2310.19870,Metric Flows with Neural Networks,James Halverson; Fabian Ruehle,2023-10-01,Physics
2310.07499,Functional renormalization group for signal detection and stochastic ergodicity breaking,Harold Erbin; Riccardo Finotello; Bio Wahabou Kpera; Vincent Lahoche; Dine Ousmane Samary,2023-10-01,Physics
2309.01156,Advances in machine-learning-based sampling motivated by lattice quantum chromodynamics,Kyle Cranmer; Gurtej Kanwar; Sébastien Racanière; Danilo J. Rezende; Phiala E. Shanahan,2023-09-01,Physics
2309.00600,Signal-to-noise improvement through neural network contour deformations for 3D SU(2) lattice gauge theory,William Detmold; Gurtej Kanwar; Yin Lin; Phiala E. Shanahan; Michael L. Wagman,2023-09-01,Physics
2308.09451,Reconstructing S-matrix Phases with Machine Learning,Aurélien Dersy; Matthew D. Schwartz; Alexander Zhiboedov,2023-08-01,Physics
2308.08342,Gravitational action for a massive Majorana fermion in 2d quantum gravity,Corinne de Lacroix; Harold Erbin; Vincent Lahoche,2023-08-01,Physics
2307.13687,Score-based Diffusion Models for Generating Liquid Argon Time Projection Chamber Images,Zeviel Imani; Shuchin Aeron; Taritree Wongjirad,2023-07-01,Physics
2307.03223,"Neural Network Field Theories: Non-Gaussianity, Actions, and Locality",Mehmet Demirtas; James Halverson; Anindita Maiti; Matthew D. Schwartz; Keegan Stoner,2023-07-01,Physics
2306.12584,Hierarchical Neural Simulation-Based Inference Over Event Ensembles,Lukas Heinrich; Siddharth Mishra-Sharma; Chris Pollard; Philipp Windischhofer,2023-06-01,Physics
2306.03905,Quantum Computation and Simulation using Fermion-Pair Registers,Xiangkai Sun; Di Luo; Soonwon Choi,2023-06-01,Physics
2305.06313,Constraint of pionless EFT using two-nucleon spectra from lattice QCD,William Detmold; Fernando Romero-López; Phiala E. Shanahan,2023-05-01,Physics
2305.03751,A Spectral Metric for Collider Geometry,Andrew J. Larkoski; Jesse Thaler,2023-05-01,Physics
2305.02402,Normalizing flows for lattice gauge theory in arbitrary space-time dimension,Ryan Abbott; Michael S. Albergo; Aleksandar Botev; Denis Boyda; Kyle Cranmer; Daniel C. Hackett; Gurtej Kanwar; Alexander G.D.G. Matthews; Sébastien Racanière; Ali Razavi; Danilo J. Rezende; Fernando Romero-López; Phiala E. Shanahan; Julian M. Urban,2023-05-01,Physics
2304.09304,Searching for ribbons with machine learning,Sergei Gukov; James Halverson; Ciprian Manolescu; Fabian Ruehle,2023-04-01,Physics
2304.03820,Correlation function distributions for O(N) lattice field theories in the disordered phase,Cagin Yunus; William Detmold,2023-04-01,Physics
2304.01996,ANTN: Bridging Autoregressive Neural Networks and Tensor Networks for Quantum Many-Body Simulation,Zhuo Chen; Laker Newhouse; Eddie Chen; Di Luo; Marin Soljačić,2023-04-01,Physics
2304.00027,"Level Crossings, Attractor Points and Complex Multiplication",Hamza Ahmed; Fabian Ruehle,2023-04-01,Physics
2303.08162,Artificial intelligence for artificial materials: moiré atom,Di Luo; Aidan P. Reddy; Trithep Devakul; Liang Fu,2023-03-01,Physics
2303.03799,Exploring the CP-violating Dashen phase in the Schwinger model with tensor networks,Lena Funcke; Karl Jansen; Stefan Kühn,2023-03-01,Physics
2303.00757,Computational Mirror Symmetry,Mehmet Demirtas; Manki Kim; Liam McAllister; Jakob Moritz; Andres Rios-Tascon,2023-03-01,Physics
2302.12235,Q-Flow: Generative Modeling for Differential Equations of Open Quantum Dynamics with Normalizing Flows,Owen Dugan; Peter Y. Lu; Rumen Dangovski; Di Luo; Marin Soljačić,2023-02-01,Physics
2302.12266,SHAPER: Can You Hear the Shape of a Jet?,Demba Ba; Akshunna S. Dogra; Rikab Gambhir; Abiy Tasissa; Jesse Thaler,2023-02-01,Physics
2302.03019,Geometry of contact: contact planning for multi-legged robots via spin models duality,Baxi Chong; Di Luo; Tianyu Wang; Gabriel Margolis; Juntao He; Pulkit Agrawal; Marin Soljačić; Daniel I. Goldman,2023-02-01,Physics
2212.06835,Simulating 2+1D Lattice Quantum Electrodynamics at Finite Density with Neural Flow Wavefunctions,Zhuo Chen; Di Luo; Kaiwen Hu; Bryan K. Clark,2022-12-01,Physics
2212.01113,Yang-Mills glueball masses from spectral reconstruction,Jan M. Pawlowski; Coralie S. Schneider; Jonas Turnwald; Julian M. Urban; Nicolas Wink,2022-12-01,Physics
2211.09129,Characterizing 4-string contact interaction using machine learning,Harold Erbin; Atakan Hilmi Fırat,2022-11-01,Physics
2211.07541,Aspects of scaling and scalability for flow-based sampling of lattice QCD,Ryan Abbott; Michael S. Albergo; Aleksandar Botev; Denis Boyda; Kyle Cranmer; Daniel C. Hackett; Alexander G. D. G. Matthews; Sébastien Racanière; Ali Razavi; Danilo J. Rezende; Fernando Romero-López; Phiala E. Shanahan; Julian M. Urban,2022-11-01,Physics
2211.03198,Gauge Equivariant Neural Networks for 2+1D U(1) Gauge Theory Simulations in Hamiltonian Formulation,Di Luo; Shunyue Yuan; James Stokes; Bryan K. Clark,2022-11-01,Physics
2211.01365,QuACK: Accelerating Gradient-Based Quantum Optimization with Koopman Operator Learning,Di Luo; Jiayu Shen; Rumen Dangovski; Marin Soljačić,2022-11-01,Physics
2210.15789,Large-time correlation functions in bosonic lattice field theories,Cagin Yunus; William Detmold,2022-10-01,Physics
2210.09369,Symmetries of Calabi-Yau Prepotentials with Isomorphic Flops,Andre Lukas; Fabian Ruehle,2022-10-01,Physics
2210.08628,Electric-Magnetic Duality in a Class of G2-Compactifications of M-theory,James Halverson; Benjamin Sung; Jiahua Tian,2022-10-01,Physics
2210.06171,Learning to Optimize Quasi-Newton Methods,Isaac Liao; Rumen R. Dangovski; Jakob N. Foerster; Marin Soljačić,2022-10-01,Physics
2210.04783,On the Importance of Calibration in Semi-supervised Learning,Charlotte Loh; Rumen Dangovski; Shivchander Sudalairaj; Seungwook Han; Ligong Han; Leonid Karlinsky; Marin Soljacic; Akash Srivastava,2022-10-01,Physics
2205.10375,Degeneracy Engineering for Classical and Quantum Annealing: A Case Study of Sparse Linear Regression in Collider Physics,Eric R. Anschuetz; Lena Funcke; Patrick T. Komiske; Serhii Kryhin; Jesse Thaler,2022-05-01,Physics
2208.14995,Discovering Conservation Laws using Optimal Transport and Manifold Learning,Peter Y. Lu; Rumen Dangovski; Marin Soljačić,2022-08-01,Physics
2208.03832,Sampling QCD field configurations with gauge-equivariant flow models,Ryan Abbott; Michael S. Albergo; Aleksandar Botev; Denis Boyda; Kyle Cranmer; Daniel C. Hackett; Gurtej Kanwar; Alexander G. D. G. Matthews; Sébastien Racanière; Ali Razavi; Danilo J. Rezende; Fernando Romero-López; Phiala E. Shanahan; Julian M. Urban,2022-08-01,Physics
2208.03955,Confinement in non-Abelian lattice gauge theory via persistent homology,Daniel Spitz; Julian M. Urban; Jan M. Pawlowski,2022-08-01,Physics
2207.08945,Gauge-equivariant flow models for sampling in lattice field theories with pseudofermions,Ryan Abbott; Michael S. Albergo; Denis Boyda; Kyle Cranmer; Daniel C. Hackett; Gurtej Kanwar; Sébastien Racanière; Danilo J. Rezende; Fernando Romero-López; Phiala E. Shanahan; Betsy Tian; Julian M. Urban,2022-07-01,Physics
2206.04115,Simplifying Polylogarithms with Machine Learning,Aurélien Dersy; Matthew D. Schwartz; Xiaoyuan Zhang,2022-06-01,Physics
2205.06818,Power Counting Energy Flow Polynomials,Pedro Cal; Jesse Thaler; Wouter J. Waalewijn,2022-05-01,Physics
2205.04459,Disentangling Quarks and Gluons with CMS Open Data,Patrick T. Komiske; Serhii Kryhin; Jesse Thaler,2022-05-01,Physics
2205.01001,Infinite Variance in Monte Carlo Sampling of Lattice Field Theories,Cagin Yunus; William Detmold,2022-05-01,Physics
2203.01243,Flow-based density of states for complex actions,Jan M. Pawlowski; Julian M. Urban,2022-03-01,Physics
2203.01343,"Creating Simple, Interpretable Anomaly Detectors for New Physics in Jet Substructure",Layne Bradshaw; Spencer Chang; Bryan Ostdiek,2022-03-01,Physics
2202.11712,Flow-based sampling in the lattice Schwinger model at criticality,Michael S. Albergo; Denis Boyda; Kyle Cranmer; Daniel C. Hackett; Gurtej Kanwar; Sébastien Racanière; Danilo J. Rezende; Fernando Romero-López; Phiala E. Shanahan; Julian M. Urban,2022-02-01,Physics
2202.07590,Identifying equivalent Calabi–Yau topologies: A discrete challenge from math and physics for machine learning,Vishnu Jejjala; Washington Taylor; Andrew Turner,2022-02-01,Physics
2202.03530,Finite-Volume Pionless Effective Field Theory for Few-Nucleon Systems with Differentiable Programming,Xiangkai Sun; William Detmold; Di Luo; Phiala E. Shanahan,2022-02-01,Physics
